book_id
1342
84
11
1661
2701
145
2600
345
98
46
174
120
2542
219
160
1184
4300
28054
1400
2554
76
55
2814
158
205
1260
161
36
1232
1497
45
215
244
3207
74
100
2148
8800
1998
1727
30254
113
236
42324
25344
135
35
119
521
203
2591
308
408
16
1399
153
514
1581
121
141
768
541
27827
43
2097
3825
2641
2852
996
1404
16328
580
105
3176
1322
4363
164
18581
972
1787
829
35534
31100
40438
18857
2489
1726
4236
2147
1259
169
155
3296
51
3800
4280
19942
2855
3748
766
